Name,Ziel,Prompt,Beispiel,Status,Tag
Prompt 75: Kurzvideo Skript: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Mastermind-Plan und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 76: FAQ Engine: Hooks,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 5 Hooks im Stil Framework. Zielgruppe: Berater. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 77: Landing Page: Objection-Replies,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 12 Objection-Replies fuer Solo-Creator. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 78: Mastermind: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 Objection-Replies im Stil Beispiel + Analyse. Zielgruppe: Agenturen. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 79: Hook Generator: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 5 Pricing-Optionen fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 80: Thread Outline: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.","Baue 9 Offer-Statements fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 81: Tweet Variations: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 9 High-Ticket-Argumente im Stil Schritt-fuer-Schritt. Zielgruppe: B2B Marketer. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 82: CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 5 CTA-Ideen fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 83: Content Audit: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Pricing-Optionen fuer Solo-Creator. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 84: Positionierung: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 5 Tweet-Varianten fuer Coaches. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 85: Offer Design: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 7 CTA-Ideen fuer SaaS Founder. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 86: Pricing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Content Factory und generiere 10 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 87: Lead Magnet: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 12 Objection-Replies fuer Berater. Nutze Beispiel + Analyse und halte jede Ausgabe unter 20 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 88: Content Kalender: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 5 Hooks fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 89: Repurposing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 7 Thread-Outlines fuer Solo-Creator. Nutze Beispiel + Analyse und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 90: Story Framework: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 DM-Templates im Stil Kurz und direkt. Zielgruppe: Berater. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 91: Objection Handling: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 10 Tweet-Varianten fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 92: Use-Case Mapping: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Content-Ideen fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 93: Audience Research: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Tweet Engine und generiere 5 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 94: Angle Finder: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 Lead-Magnet-Ideen fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 95: Benefit Stacking: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Offer-Statements fuer Solo-Creator. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 96: Case Study: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Monetarisierungs-Funnel und generiere 5 Use-Cases. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 97: SaaS Content: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 98: Creator Newsletter: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 9 Hooks fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 99: Sales Page: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 9 CTA-Ideen fuer B2B Marketer. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 100: DM Scripts: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 7 Pricing-Optionen fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Tweet Engine.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 101: Kurzvideo Skript: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 CTA-Ideen im Stil Schritt-fuer-Schritt. Zielgruppe: Berater. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 102: FAQ Engine: Thread-Outlines,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 12 Thread-Outlines im Stil Pro/Contra. Zielgruppe: SaaS Founder. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 103: Landing Page: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Prompt Pack und generiere 10 Use-Cases. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 104: Mastermind: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.","Baue 5 Objection-Replies fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 105: Hook Generator: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 9 Thread-Outlines fuer Agenturen. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 106: Thread Outline: Objection-Replies,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 5 Objection-Replies fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 107: Tweet Variations: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 7 Objection-Replies fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 108: CTA Builder: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 9 CTA-Ideen fuer B2B Marketer. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Mastermind-Plan. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 109: Content Audit: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 12 Hooks fuer SaaS Founder. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 110: Positionierung: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 9 High-Ticket-Argumente fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 111: Offer Design: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 9 CTA-Ideen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 112: Pricing: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 Objection-Replies im Stil Framework. Zielgruppe: Berater. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 113: Lead Magnet: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Content Factory und generiere 5 CTA-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 114: Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 5 Pricing-Optionen fuer Coaches. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 115: Repurposing: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 12 Tweet-Varianten fuer Agenturen. Nutze Beispiel + Analyse und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 116: Story Framework: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Thread-Outlines fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 117: Objection Handling: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Thread System und generiere 10 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 118: Use-Case Mapping: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 7 Content-Ideen im Stil Kurz und direkt. Zielgruppe: B2B Marketer. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 119: Audience Research: Hooks,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 Hooks fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 120: Angle Finder: Content-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 5 Content-Ideen fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Content Factory.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 121: Benefit Stacking: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 10 Tweet-Varianten fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 122: Case Study: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 10 Lead-Magnet-Ideen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 123: SaaS Content: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Content-Ideen im Stil Schritt-fuer-Schritt. Zielgruppe: SaaS Founder. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 124: Creator Newsletter: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Offer-Statements fuer Solo-Creator. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 125: Sales Page: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle 9 Pricing-Optionen fuer Agenturen und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Creator Stack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 126: DM Scripts: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Thread System und generiere 7 Content-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 127: Kurzvideo Skript: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 12 Content-Ideen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 128: FAQ Engine: Content-Titel,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 7 Content-Titel fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 129: Landing Page: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 9 Offer-Statements fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Hook-Datenbank.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 130: Mastermind: Offer-Statements,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 12 Offer-Statements fuer Coaches. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 131: Hook Generator: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 12 Thread-Outlines im Stil Beispiel + Analyse. Zielgruppe: Agenturen. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 132: Thread Outline: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 High-Ticket-Argumente im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 133: Tweet Variations: Objection-Replies,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 10 Objection-Replies fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 134: CTA Builder: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle 10 High-Ticket-Argumente fuer B2B Marketer und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 135: Content Audit: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 DM-Templates im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 136: Positionierung: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Erstelle eine Liste von 9 CTA-Ideen fuer Coaches. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 137: Offer Design: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Berater.","Baue 12 High-Ticket-Argumente fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 138: Pricing: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 12 Content-Titel fuer B2B Marketer. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.',Draft,prompt
Prompt 139: Lead Magnet: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Creator Stack und generiere 10 Pricing-Optionen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 140: Content Kalender: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 5 Use-Cases im Stil Framework. Zielgruppe: Agenturen. Thema: Mastermind-Plan. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 141: Repurposing: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle 5 Use-Cases fuer Solo-Creator und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Mastermind-Plan.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 142: Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere Monetarisierungs-Funnel und generiere 5 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 143: Objection Handling: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle 10 Tweet-Varianten fuer SaaS Founder und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 144: Use-Case Mapping: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 5 Offer-Statements im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 145: Audience Research: CTA-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 12 CTA-Ideen fuer SaaS Founder. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 146: Angle Finder: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 9 Content-Ideen fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 147: Benefit Stacking: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 10 Hooks fuer Solo-Creator. Nutze Beispiel + Analyse und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 148: Case Study: Objection-Replies,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 7 Objection-Replies im Stil Kurz und direkt. Zielgruppe: Agenturen. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 149: SaaS Content: High-Ticket-Argumente,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 12 High-Ticket-Argumente fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
Prompt 150: Creator Newsletter: Thread-Outlines,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 9 Thread-Outlines fuer B2B Marketer. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 151: Sales Page: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Lead-Magnet-Ideen fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 24 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 152: DM Scripts: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle 7 Use-Cases fuer Berater und integriere ein Prinzip aus 'Wie man Freunde gewinnt'. Stil: respektvoll, motivierend, klar. Kontext: Monetarisierungs-Funnel.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.',Draft,prompt
Prompt 153: Kurzvideo Skript: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 7 Objection-Replies fuer SaaS Founder. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.',Draft,prompt
Prompt 154: FAQ Engine: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 Offer-Statements fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.',Draft,prompt
Prompt 155: Landing Page: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 12 Use-Cases fuer Coaches. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box',Draft,prompt
